# Generated on: 2025-06-27T22:43:06.894Z
# Search Parameters: {"propertyValue":500000,"downPayment":250000,"loanAmount":850000,"creditScore":760,"propertyType":"single_family","occupancy":"primary","zipCode":"94949"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
Forward Lending,5.875%,6.311%,"$1,527.646",-0.09099999999999397,"$3,475.2",VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.875%,6.313%,"$1,527.646",-0.591,"$3,539.7",VA,Wholesale
"VIP Mortgage, Inc.",5.875%,6.314%,"$1,527.646",-0.8509999999999991,"$3,552.7",VA,Wholesale
JMAC Lending Inc.,5.875%,6.341%,"$1,527.646",-0.32239,"$4,265.7",VA,Wholesale
Windsor Mortgage Solutions,5.875%,6.362%,"$1,527.646",-0.14902999999999622,"$4,810.2",VA,Wholesale
Union Home Mortgage,5.875%,6.453%,"$1,527.646",0.7489999999999952,"$7,129.4",VA,Wholesale
Guaranteed Rate,5.875%,6.090%,"$2,092.8",-0.144,"$9,808.52",Conventional,Retail
AimLoan.com,5.875%,5.924%,"$1,774",0,$995,Conventional,Retail
District Lending,5.875%,5.937%,"$1,774",0,"$1,250",Conventional,Retail
American VA Loans,5.875%,5.990%,"$1,479",0,"$3,220",VA,Retail
American VA Loans,5.875%,6.029%,"$1,774",0,"$3,220",VA,Retail
District Lending,5.875%,6.036%,"$1,479",0,"$4,375",VA,Retail
District Lending,5.875%,7.092%,"$1,479",0,"$5,625",FHA,Retail
District Lending,5.875%,5.954%,"$1,479",0.349,"$2,122",Conventional,Retail
District Lending,5.875%,5.960%,"$1,479",0.417,"$2,292",Conventional,Retail
PenFed Credit Union,5.875%,6.004%,"$1,774",0.25,"$2,620",Conventional,Retail
District Lending,5.875%,5.990%,"$1,479",0.75,"$3,125",Conventional,Retail
PenFed Credit Union,5.875%,6.119%,"$1,479",1,"$6,620",VA,Retail
District Lending,5.875%,6.037%,"$1,479",1.253,"$4,382",Conventional,Retail
AimLoan.com,5.875%,6.086%,"$1,479",1.896,"$5,735",Conventional,Retail
First Federal Bank Mortgage Lenders,5.990%,6.106%,"$1,516",0,"$2,384",VA,Retail
Sage Home Loans,5.990%,6.196%,"$1,515.99",0.915,"$5,441.09",VA,Retail
Mutual of Omaha Mortgage,5.990%,6.251%,"$1,497.27",1.849,"$6,860.5",Conventional,Retail
Chase Bank,5.990%,6.792%,"$2,088.936",0.9530000000000001,"$4,077.5",Conventional,Retail
Us Bank,5.990%,6.357%,"$1,497.27",0.852,"$3,745.11",VA,Retail
"Tomo Mortgage, LLC.",5.990%,6.171%,"$1,497",0.701,"$10,711.5",Conventional,Retail
First Federal Bank,5.990%,6.271%,"$1,497",1.78,"$16,106",Conventional,Retail
Guaranteed Rate,5.990%,6.732%,"$1,627.06",0.487,"$13,887.37",FHA,Retail
District Lending,5.990%,6.206%,"$1,790",0,"$4,375",VA,Retail
District Lending,5.990%,7.386%,"$1,790",0,"$5,625",FHA,Retail
"Tomo Mortgage, LLC.",5.990%,6.170%,"$1,498",0.691,"$4,852",VA,Retail
"Tomo Mortgage, LLC.",5.990%,6.133%,"$1,498",1.544,"$3,860",Conventional,Retail
First Federal Bank,5.990%,6.259%,"$1,498",1.655,"$7,262",VA,Retail
"Tomo Mortgage, LLC.",5.990%,7.296%,"$1,498",1.544,"$8,235",FHA,Retail
Mutual of Omaha Mortgage,6.000%,6.605%,"$1,603.05",0,"$5,635.5",FHA,Retail
Mutual of Omaha Mortgage,6.000%,6.170%,"$1,498.88",0,"$4,503",VA,Retail
Sage Home Loans,6.000%,6.653%,"$1,629.28",0.957,"$6,809.37",FHA,Retail
Alliant Credit Union,6.000%,6.669%,"$1,603.05",0.75,"$7,200",FHA,Retail
Alliant Credit Union,6.000%,6.177%,"$1,498.88",1.489,"$4,672.5",Conventional,Retail
Chase Bank,6.000%,6.489%,"$2,701.306",1.135,"$3,432.5",Conventional,Retail
Us Bank,6.000%,6.681%,"$4,833.2",0.75,"$7,510.77",Conventional,Retail
Us Bank,6.000%,6.598%,"$3,652.14",0.97,"$5,206.91",Conventional,Retail
Us Bank,6.000%,6.473%,"$2,775.51",0.98,"$8,085.77",Conventional,Retail
District Lending,6.000%,6.047%,"$1,499",0,"$5,331",Conventional,Retail
Empire of America,6.000%,6.114%,"$1,499",0.625,"$8,701.5",Conventional,Retail
Sun West Mtg Co Wholesale,6.000%,5.965%,"$2,109.642",-2.549,$-560,Conventional,Wholesale
NewRez LLC,6.000%,6.014%,"$2,109.642",-1.983,$230,Conventional,Wholesale
AmWest Funding Corp,6.000%,6.017%,"$2,109.642",-2.467,$270,Conventional,Wholesale
Provident Funding,6.000%,6.031%,"$2,109.642",-2.625,$500,Conventional,Wholesale
Everstream Mortgage,6.000%,6.033%,"$2,109.642",-0.9458000000000055,$535.5,Conventional,Wholesale
BluePoint Mortgage,6.000%,6.038%,"$2,109.642",-2.331,$610,Conventional,Wholesale
New Wave Lending Group,6.000%,6.051%,"$2,109.642",-2.25,$812.5,Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.000%,6.051%,"$2,109.642",-2.25,$812.5,Conventional,Wholesale
"VIP Mortgage, Inc.",6.000%,6.053%,"$2,109.642",-2.1892500000000013,$839.4,Conventional,Wholesale
The Loan Store LLC,6.000%,6.053%,"$2,109.642",-2.3859999999999957,$847.5,Conventional,Wholesale
AD Mortgage,6.000%,6.063%,"$2,109.642",-2.173000000000002,"$1,005",Conventional,Wholesale
Click n' Close,6.000%,6.069%,"$2,109.642",-2.10363,"$1,103.4",Conventional,Wholesale
Power TPO,6.000%,6.077%,"$2,109.642",-2.0829999999999984,"$1,230",Conventional,Wholesale
Eleven Mortgage,6.000%,6.082%,"$2,109.642",-0.933,"$1,305",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.000%,6.087%,"$2,109.642",-1.922,"$1,382.5",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.089%,"$2,109.642",-2.00833,"$1,416.7",Conventional,Wholesale
Loan United Wholesale,6.000%,6.099%,"$2,109.642",-1.9449999999999932,"$1,575",Conventional,Wholesale
Nations Direct Mortgage,6.000%,6.107%,"$2,109.642",-1.693,"$1,705",Conventional,Wholesale
JMAC Lending Inc.,6.000%,6.107%,"$2,109.642",-1.89195,"$1,707.6",Conventional,Wholesale
AFR Wholesale,6.000%,6.113%,"$2,109.642",-1.9000000000000057,"$1,802.5",Conventional,Wholesale
Pennymac TPO,6.000%,6.114%,"$2,109.642",-1.978,"$1,817.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.114%,"$2,109.642",-1.978,"$1,817.5",Conventional,Wholesale
NexBank,6.000%,6.116%,"$2,109.642",-1.7995300000000043,"$1,843.7",Conventional,Wholesale
Kind Lending,6.000%,6.127%,"$2,109.642",-1.76745,"$2,018.9",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.127%,"$2,109.642",-1.76745,"$2,018.9",Conventional,Wholesale
Orion Lending,6.000%,6.133%,"$2,109.642",-1.727,"$2,120",Conventional,Wholesale
Windsor Mortgage Solutions,6.000%,6.140%,"$2,109.642",-1.8336299999999994,"$2,228.4",Conventional,Wholesale
Open Mortgage,6.000%,6.144%,"$2,109.642",-1.285,"$2,287.5",Conventional,Wholesale
TPO GO,6.000%,6.150%,"$2,109.642",-1.3970000000000056,"$2,382.5",Conventional,Wholesale
LoanStream Mortgage,6.000%,6.184%,"$2,109.642",-1.1089999999999947,"$2,915",Conventional,Wholesale
Jet Advantage Mortgage,6.000%,6.184%,"$2,109.642",-1.1089999999999947,"$2,915",Conventional,Wholesale
Forward Lending,6.000%,6.184%,"$2,109.642",-1.1089999999999947,"$2,915",Conventional,Wholesale
CMG Financial,6.000%,6.194%,"$2,109.642",-1.393,"$3,080",Conventional,Wholesale
Union Home Mortgage,6.000%,6.197%,"$2,109.642",-1.3250000000000028,"$3,125",Conventional,Wholesale
HomeBridge Wholesale,6.000%,6.222%,"$2,109.642",-1.167,"$3,520",Conventional,Wholesale
AmWest Funding Corp,6.000%,6.026%,"$1,791.078",-2.364,$527.5,Conventional,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.079%,"$1,791.078",-1.694,"$1,577.5",Conventional,Wholesale
"VIP Mortgage, Inc.",6.000%,6.099%,"$1,791.078",-1.7312500000000028,"$1,984.4",Conventional,Wholesale
Power TPO,6.000%,6.100%,"$1,791.078",-1.7710000000000008,"$2,010",Conventional,Wholesale
BluePoint Mortgage,6.000%,6.103%,"$1,791.078",-1.749,"$2,065",Conventional,Wholesale
Click n' Close,6.000%,6.105%,"$1,791.078",-1.69482,"$2,100.5",Conventional,Wholesale
The Loan Store LLC,6.000%,6.116%,"$1,791.078",-1.7950000000000017,"$2,325",Conventional,Wholesale
NewRez LLC,6.000%,6.117%,"$1,791.078",-1.133,"$2,347.5",Conventional,Wholesale
New Wave Lending Group,6.000%,6.119%,"$1,791.078",-1.625,"$2,375",Conventional,Wholesale
AD Mortgage,6.000%,6.122%,"$1,791.078",-1.5960000000000036,"$2,447.5",Conventional,Wholesale
AFR Wholesale,6.000%,6.123%,"$1,791.078",-1.6400000000000006,"$2,452.5",Conventional,Wholesale
CMG Financial,6.000%,6.130%,"$1,791.078",-1.587,"$2,595",Conventional,Wholesale
Nations Direct Mortgage,6.000%,6.138%,"$1,791.078",-1.271,"$2,760",Conventional,Wholesale
Eleven Mortgage,6.000%,6.154%,"$1,791.078",0.509,"$3,077.5",Conventional,Wholesale
TPO GO,6.000%,6.160%,"$1,791.078",-1.0720000000000027,"$3,195",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.000%,6.163%,"$1,791.078",-1.174,"$3,252.5",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.000%,6.166%,"$1,791.078",-1.25,"$3,312.5",Conventional,Wholesale
NexBank,6.000%,6.181%,"$1,791.078",-1.086500000000001,"$3,601.2",Conventional,Wholesale
Kind Lending,6.000%,6.185%,"$1,791.078",-1.10375,"$3,678.1",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.185%,"$1,791.078",-1.10375,"$3,678.1",Conventional,Wholesale
Pennymac TPO,6.000%,6.186%,"$1,791.078",-1.225,"$3,700",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.186%,"$1,791.078",-1.225,"$3,700",Conventional,Wholesale
Orion Lending,6.000%,6.196%,"$1,791.078",-1.019,"$3,890",Conventional,Wholesale
Provident Funding,6.000%,6.198%,"$1,791.078",-1.25,"$3,937.5",Conventional,Wholesale
JMAC Lending Inc.,6.000%,6.202%,"$1,791.078",-0.96725,"$4,019.4",Conventional,Wholesale
HomeBridge Wholesale,6.000%,6.218%,"$1,791.078",-0.843,"$4,330",Conventional,Wholesale
LoanStream Mortgage,6.000%,6.246%,"$1,791.078",-0.32200000000000273,"$4,882.5",Conventional,Wholesale
Jet Advantage Mortgage,6.000%,6.246%,"$1,791.078",-0.32200000000000273,"$4,882.5",Conventional,Wholesale
Forward Lending,6.000%,6.246%,"$1,791.078",-0.32200000000000273,"$4,882.5",Conventional,Wholesale
Union Home Mortgage,6.000%,6.264%,"$1,791.078",-0.4830000000000041,"$5,230",Conventional,Wholesale
Windsor Mortgage Solutions,6.000%,6.421%,"$1,791.078",0.33150000000000546,"$8,266.3",Conventional,Wholesale
Open Mortgage,6.000%,6.473%,"$1,791.078",1.128,"$9,257.5",Conventional,Wholesale
Loan United Wholesale,6.000%,6.514%,"$1,791.078",1.4399999999999977,"$10,037.5",Conventional,Wholesale
Everstream Mortgage,6.000%,6.690%,"$1,822.422",-0.12659999999999627,$-527.1,FHA,Wholesale
Pennymac TPO,6.000%,6.734%,"$1,822.422",-1.689,$331.7,FHA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.734%,"$1,822.422",-1.689,$331.7,FHA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.738%,"$1,822.422",-1.14187,$413.4,FHA,Wholesale
NewRez LLC,6.000%,6.762%,"$1,822.422",-1.236,$865.8,FHA,Wholesale
Eleven Mortgage,6.000%,6.770%,"$1,822.422",0.5843,"$1,026.9",FHA,Wholesale
Loan United Wholesale,6.000%,6.773%,"$1,822.422",-2.108000000000004,"$1,071.9",FHA,Wholesale
AD Mortgage,6.000%,6.810%,"$1,822.422",-1.2780000000000058,"$1,784.1",FHA,Wholesale
HomeBridge Wholesale,6.000%,6.811%,"$1,822.422",-1.223,"$1,796.9",FHA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.820%,"$1,822.422",-1.15569,"$1,968.1",FHA,Wholesale
Kind Lending,6.000%,6.820%,"$1,822.422",-1.15569,"$1,968.1",FHA,Wholesale
Open Mortgage,6.000%,6.822%,"$1,822.422",-1.266,"$2,005.4",FHA,Wholesale
NexBank,6.000%,6.828%,"$1,822.422",-1.0920399999999972,"$2,130",FHA,Wholesale
AFR Wholesale,6.000%,6.834%,"$1,822.422",-1.2207099999999969,"$2,232.6",FHA,Wholesale
Jet Advantage Mortgage,6.000%,6.855%,"$1,822.422",-0.4170000000000016,"$2,638.9",FHA,Wholesale
Forward Lending,6.000%,6.855%,"$1,822.422",-0.4170000000000016,"$2,638.9",FHA,Wholesale
"VIP Mortgage, Inc.",6.000%,6.855%,"$1,822.422",-1.226690000000005,"$2,639.6",FHA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.868%,"$1,822.422",-1.29353,"$2,889.3",FHA,Wholesale
Loan United Wholesale,6.000%,6.419%,"$1,850.183",-2.0619999999999976,$257.4,VA,Wholesale
Everstream Mortgage,6.000%,6.436%,"$1,850.183",0.1629999999999967,$580.1,VA,Wholesale
NewRez LLC,6.000%,6.457%,"$1,850.183",-1.246,"$1,001.1",VA,Wholesale
Pennymac TPO,6.000%,6.469%,"$1,850.183",-1.54,"$1,243.8",VA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.469%,"$1,850.183",-1.54,"$1,243.8",VA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.488%,"$1,850.183",-1.14187,"$1,600.6",VA,Wholesale
Eleven Mortgage,6.000%,6.517%,"$1,850.183",0.8789,"$2,170.8",VA,Wholesale
NexBank,6.000%,6.521%,"$1,850.183",-1.0355600000000038,"$2,262.6",VA,Wholesale
Open Mortgage,6.000%,6.540%,"$1,850.183",-1.016,"$2,635.9",VA,Wholesale
Kind Lending,6.000%,6.568%,"$1,850.183",-0.68569,"$3,166.1",VA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.568%,"$1,850.183",-0.68569,"$3,166.1",VA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.568%,"$1,850.183",-1.18353,"$3,171.6",VA,Wholesale
Jet Advantage Mortgage,6.000%,6.587%,"$1,850.183",-0.06199999999999761,"$3,550.1",VA,Wholesale
Forward Lending,6.000%,6.587%,"$1,850.183",-0.06199999999999761,"$3,550.1",VA,Wholesale
AFR Wholesale,6.000%,6.675%,"$1,850.183",0.10099999999999909,"$5,246.7",VA,Wholesale
The Loan Store LLC,6.000%,6.679%,"$1,850.183",0,"$5,324.2",VA,Wholesale
Everstream Mortgage,6.000%,6.522%,"$1,525.107",-0.12659999999999627,$-527.1,FHA,Wholesale
Loan United Wholesale,6.000%,6.535%,"$1,525.107",-2.108000000000004,$-200,FHA,Wholesale
AmWest Funding Corp,6.000%,6.549%,"$1,525.107",-1.869,$153.6,FHA,Wholesale
Power TPO,6.000%,6.551%,"$1,525.107",-1.6029999999999944,$194.3,FHA,Wholesale
Pennymac TPO,6.000%,6.556%,"$1,525.107",-1.689,$331.7,FHA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.556%,"$1,525.107",-1.689,$331.7,FHA,Wholesale
AD Mortgage,6.000%,6.557%,"$1,525.107",-1.8419999999999987,$349.4,FHA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.559%,"$1,525.107",-1.14187,$413.4,FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.000%,6.561%,"$1,525.107",-1.875,$456.3,FHA,Wholesale
HomeBridge Wholesale,6.000%,6.564%,"$1,525.107",-1.223,$525,FHA,Wholesale
NewRez LLC,6.000%,6.577%,"$1,525.107",-1.236,$865.8,FHA,Wholesale
Kind Lending,6.000%,6.578%,"$1,525.107",-1.58375,$879.2,FHA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.578%,"$1,525.107",-1.58375,$879.2,FHA,Wholesale
AFR Wholesale,6.000%,6.578%,"$1,525.107",-1.4440000000000026,$888.7,FHA,Wholesale
Eleven Mortgage,6.000%,6.583%,"$1,525.107",0.5843,"$1,026.9",FHA,Wholesale
NexBank,6.000%,6.586%,"$1,525.107",-1.5042799999999943,"$1,081.4",FHA,Wholesale
Jet Advantage Mortgage,6.000%,6.594%,"$1,525.107",-0.9419999999999931,"$1,303.4",FHA,Wholesale
Forward Lending,6.000%,6.594%,"$1,525.107",-0.9419999999999931,"$1,303.4",FHA,Wholesale
The Loan Store LLC,6.000%,6.596%,"$1,525.107",-1.5499999999999972,"$1,346.6",FHA,Wholesale
Open Mortgage,6.000%,6.597%,"$1,525.107",-1.516,"$1,369.5",FHA,Wholesale
New Wave Lending Group,6.000%,6.599%,"$1,525.107",-1.5,"$1,410.2",FHA,Wholesale
TPO GO,6.000%,6.603%,"$1,525.107",-0.8850000000000051,"$1,512",FHA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.607%,"$1,525.107",-1.29353,"$1,617.5",FHA,Wholesale
Orion Lending,6.000%,6.609%,"$1,525.107",-0.65,"$1,664.6",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.000%,6.610%,"$1,525.107",-1.312,"$1,697.6",FHA,Wholesale
"VIP Mortgage, Inc.",6.000%,6.616%,"$1,525.107",-1.5373699999999957,"$1,849.3",FHA,Wholesale
JMAC Lending Inc.,6.000%,6.617%,"$1,525.107",-1.19375,"$1,871.3",FHA,Wholesale
Windsor Mortgage Solutions,6.000%,6.619%,"$1,525.107",-1.5290300000000059,"$1,908.7",FHA,Wholesale
Click n' Close,6.000%,6.623%,"$1,525.107",-1.29871,"$2,011.3",FHA,Wholesale
Union Home Mortgage,6.000%,6.828%,"$1,525.107",0.7489999999999952,"$7,067.5",FHA,Wholesale
Loan United Wholesale,6.000%,6.315%,"$1,548.339",-2.0619999999999976,$257.4,VA,Wholesale
Everstream Mortgage,6.000%,6.328%,"$1,548.339",0.1629999999999967,$580.1,VA,Wholesale
AmWest Funding Corp,6.000%,6.339%,"$1,548.339",-1.569,$885,VA,Wholesale
NewRez LLC,6.000%,6.344%,"$1,548.339",-1.246,"$1,001.1",VA,Wholesale
Pennymac TPO,6.000%,6.353%,"$1,548.339",-1.54,"$1,243.8",VA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.353%,"$1,548.339",-1.54,"$1,243.8",VA,Wholesale
AFR Wholesale,6.000%,6.354%,"$1,548.339",-1.2639999999999958,"$1,280",VA,Wholesale
NexBank,6.000%,6.355%,"$1,548.339",-1.4079200000000043,"$1,300.9",VA,Wholesale
Power TPO,6.000%,6.361%,"$1,548.339",-1.6029999999999944,"$1,442.8",VA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.367%,"$1,548.339",-1.14187,"$1,600.6",VA,Wholesale
TPO GO,6.000%,6.367%,"$1,548.339",-0.8349999999999937,"$1,618.4",VA,Wholesale
The Loan Store LLC,6.000%,6.374%,"$1,548.339",-1.3709999999999951,"$1,783.6",VA,Wholesale
Eleven Mortgage,6.000%,6.374%,"$1,548.339",-1.3675,"$1,792.6",VA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.377%,"$1,548.339",-1.18353,"$1,880.4",VA,Wholesale
"VIP Mortgage, Inc.",6.000%,6.379%,"$1,548.339",-1.4860000000000042,"$1,912.8",VA,Wholesale
Jet Advantage Mortgage,6.000%,6.380%,"$1,548.339",-0.6869999999999976,"$1,936",VA,Wholesale
Forward Lending,6.000%,6.380%,"$1,548.339",-0.6869999999999976,"$1,936",VA,Wholesale
Open Mortgage,6.000%,6.382%,"$1,548.339",-1.266,"$1,990.3",VA,Wholesale
Orion Lending,6.000%,6.386%,"$1,548.339",-0.6,"$2,096.1",VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.000%,6.388%,"$1,548.339",-1.13,"$2,147.8",VA,Wholesale
Click n' Close,6.000%,6.388%,"$1,548.339",-1.23882,"$2,150.8",VA,Wholesale
Kind Lending,6.000%,6.396%,"$1,548.339",-0.99569,"$2,365.5",VA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.396%,"$1,548.339",-0.99569,"$2,365.5",VA,Wholesale
JMAC Lending Inc.,6.000%,6.416%,"$1,548.339",-0.86235,"$2,871.3",VA,Wholesale
Windsor Mortgage Solutions,6.000%,6.433%,"$1,548.339",-0.7290299999999945,"$3,312.4",VA,Wholesale
Union Home Mortgage,6.000%,6.583%,"$1,548.339",0.7489999999999952,"$7,129.4",VA,Wholesale
Guaranteed Rate,6.000%,6.636%,"$2,177.21",-0.365,"$13,874.08",FHA,Retail
District Lending,6.000%,6.047%,"$1,499",0,"$1,250",Conventional,Retail
PenFed Credit Union,6.000%,6.099%,"$1,792",0,"$1,995",Conventional,Retail
District Lending,6.000%,6.385%,"$2,776",0,"$4,375",VA,Retail
PenFed Credit Union,6.000%,7.240%,"$1,499",0,"$6,370",FHA,Retail
District Lending,6.000%,6.070%,"$1,499",0.25,"$1,875",Conventional,Retail
PenFed Credit Union,6.000%,6.199%,"$1,499",0.5,"$5,370",VA,Retail
District Lending,6.000%,6.132%,"$1,499",0.918,"$3,545",Conventional,Retail
AimLoan.com,6.000%,6.159%,"$1,499",1.316,"$4,285",Conventional,Retail
PenFed Credit Union,6.000%,6.225%,"$1,499",1.625,"$6,058",Conventional,Retail
Optimum First Mortgage,6.124%,6.170%,"$1,518.86",0,"$1,230",Conventional,Retail
Alliant Credit Union,6.125%,6.209%,"$1,519.03",0,"$2,222.5",VA,Retail
Alliant Credit Union,6.125%,6.247%,"$1,519.03",0.9,"$3,200",Conventional,Retail
Us Bank,6.125%,6.555%,"$2,791.23",0.98,"$5,269.31",Conventional,Retail
Us Bank,6.125%,6.979%,"$1,519.03",0.532,"$3,091.63",FHA,Retail
"Tomo Mortgage, LLC.",6.125%,6.125%,"$2,127",0,"$4,081",Conventional,Retail
District Lending,6.125%,6.172%,"$1,519",0,"$5,331",Conventional,Retail
AimLoan.com,6.125%,6.236%,"$1,519",0.789,"$9,021.5",Conventional,Retail
Sun West Mtg Co Wholesale,6.125%,6.038%,"$2,126.562",-2.8841,"$-1,397.8",Conventional,Wholesale
NewRez LLC,6.125%,6.095%,"$2,126.562",-2.267,$-480,Conventional,Wholesale
AmWest Funding Corp,6.125%,6.109%,"$2,126.562",-2.678,$-257.5,Conventional,Wholesale
BluePoint Mortgage,6.125%,6.111%,"$2,126.562",-2.667,$-230,Conventional,Wholesale
New Wave Lending Group,6.125%,6.137%,"$2,126.562",-2.5,$187.5,Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.125%,6.137%,"$2,126.562",-2.5,$187.5,Conventional,Wholesale
Power TPO,6.125%,6.137%,"$2,126.562",-2.497,$195,Conventional,Wholesale
"VIP Mortgage, Inc.",6.125%,6.141%,"$2,126.562",-2.424260000000004,$251.8,Conventional,Wholesale
AD Mortgage,6.125%,6.143%,"$2,126.562",-2.4579999999999984,$292.5,Conventional,Wholesale
Click n' Close,6.125%,6.149%,"$2,126.562",-2.38992,$387.7,Conventional,Wholesale
The Loan Store LLC,6.125%,6.150%,"$2,126.562",-2.566999999999993,$395,Conventional,Wholesale
Loan Factory Direct - Rocket,6.125%,6.158%,"$2,126.562",-1.9639999999999986,$527.5,Conventional,Wholesale
Rocket Pro,6.125%,6.158%,"$2,126.562",-1.9639999999999986,$527.5,Conventional,Wholesale
Everstream Mortgage,6.125%,6.161%,"$2,126.562",-0.9279999999999973,$580,Conventional,Wholesale
Eleven Mortgage,6.125%,6.165%,"$2,126.562",-1.198,$642.5,Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.125%,6.168%,"$2,126.562",-2.199,$690,Conventional,Wholesale
AFR Wholesale,6.125%,6.187%,"$2,126.562",-2.2249999999999943,$990,Conventional,Wholesale
Nations Direct Mortgage,6.125%,6.188%,"$2,126.562",-1.971,"$1,010",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.125%,6.190%,"$2,126.562",-2.16312,"$1,029.7",Conventional,Wholesale
NexBank,6.125%,6.192%,"$2,126.562",-2.1078799999999944,"$1,072.8",Conventional,Wholesale
JMAC Lending Inc.,6.125%,6.193%,"$2,126.562",-2.14425,"$1,076.9",Conventional,Wholesale
Kind Lending,6.125%,6.206%,"$2,126.562",-2.06005,"$1,287.4",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.125%,6.206%,"$2,126.562",-2.06005,"$1,287.4",Conventional,Wholesale
Pennymac TPO,6.125%,6.225%,"$2,126.562",-2.072,"$1,582.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.125%,6.225%,"$2,126.562",-2.072,"$1,582.5",Conventional,Wholesale
Orion Lending,6.125%,6.233%,"$2,126.562",-1.892,"$1,707.5",Conventional,Wholesale
Open Mortgage,6.125%,6.241%,"$2,126.562",-1.466,"$1,835",Conventional,Wholesale
TPO GO,6.125%,6.251%,"$2,126.562",-1.5529999999999973,"$1,992.5",Conventional,Wholesale
LoanStream Mortgage,6.125%,6.260%,"$2,126.562",-1.4200000000000017,"$2,137.5",Conventional,Wholesale
Jet Advantage Mortgage,6.125%,6.260%,"$2,126.562",-1.4200000000000017,"$2,137.5",Conventional,Wholesale
Forward Lending,6.125%,6.260%,"$2,126.562",-1.4200000000000017,"$2,137.5",Conventional,Wholesale
Windsor Mortgage Solutions,6.125%,6.261%,"$2,126.562",-1.8625499999999988,"$2,156.1",Conventional,Wholesale
Union Home Mortgage,6.125%,6.268%,"$2,126.562",-1.668999999999997,"$2,265",Conventional,Wholesale
CMG Financial,6.125%,6.273%,"$2,126.562",-1.685,"$2,350",Conventional,Wholesale
HomeBridge Wholesale,6.125%,6.294%,"$2,126.562",-1.503,"$2,680",Conventional,Wholesale
Loan United Wholesale,6.125%,6.619%,"$2,126.562",0.5060000000000002,"$7,702.5",Conventional,Wholesale
AmWest Funding Corp,6.125%,6.101%,"$1,809.153",-2.767,$-480,Conventional,Wholesale
Sun West Mtg Co Wholesale,6.125%,6.146%,"$1,809.153",-2.157,$420,Conventional,Wholesale
Click n' Close,6.125%,6.172%,"$1,809.153",-2.15734,$944.1,Conventional,Wholesale
Power TPO,6.125%,6.175%,"$1,809.153",-2.1740000000000066,"$1,002.5",Conventional,Wholesale
"VIP Mortgage, Inc.",6.125%,6.175%,"$1,809.153",-2.1217599999999948,"$1,008.1",Conventional,Wholesale
BluePoint Mortgage,6.125%,6.178%,"$1,809.153",-2.154,"$1,052.5",Conventional,Wholesale
The Loan Store LLC,6.125%,6.186%,"$1,809.153",-2.239999999999995,"$1,212.5",Conventional,Wholesale
NewRez LLC,6.125%,6.192%,"$1,809.153",-1.541,"$1,327.5",Conventional,Wholesale
AD Mortgage,6.125%,6.197%,"$1,809.153",-2.004000000000005,"$1,427.5",Conventional,Wholesale
CMG Financial,6.125%,6.197%,"$1,809.153",-2.052,"$1,432.5",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.125%,6.197%,"$1,809.153",-2,"$1,437.5",Conventional,Wholesale
AFR Wholesale,6.125%,6.200%,"$1,809.153",-2.024000000000001,"$1,492.5",Conventional,Wholesale
Nations Direct Mortgage,6.125%,6.208%,"$1,809.153",-1.712,"$1,657.5",Conventional,Wholesale
